Num_Employees,Avg_Support_Time,Customer_Interval,Avg_Wait_Time
2,21.00043020890668,3.4752638653220735,156.34661870496896
9,23.916349128064013,6.8693040459866985,0.0
6,57.56948561298863,2.0380757666628484,152.26702634166887
8,56.34017510495215,3.6761781926564865,85.65412353928834
5,38.27343250671146,3.7190950348448224,90.21784374653073
6,44.3318969453376,1.5911400998810252,182.60989595958924
8,55.78549979820213,4.479802914346229,46.19831862065498
4,33.6077027340711,2.2930182204637113,164.72518655499897
9,56.51187553132417,7.8161547097389334,0.0
4,32.070577405768134,2.289343907469958,159.66233704309423
6,37.60891685925013,4.87554598852455,27.808774509518475
6,41.68173516470519,7.8110761819369685,14.066830329127065
2,59.52619637857088,4.800825403975539,193.87991645214805
6,26.292399244045043,7.959960579321862,4.590208634100811
1,47.08733507956288,3.341501134491015,127.55791435103863
8,45.96721062579256,2.5678240385997757,134.24784293791612
5,48.50961952418817,7.384313768034151,43.45735367406329
8,35.33265680213843,1.3395278662744419,130.06047457028123
2,21.67092561871702,6.154467354490563,106.06654842689957
6,39.47446250696702,5.338990807418134,49.743594392974074
2,52.117689702894296,9.610384146267476,151.98538351843018
5,39.632214064261866,9.85955214409799,11.729182562051896
2,57.47174646815389,5.25867216986346,149.24659179199887
2,40.845564802291356,9.839042662650527,182.98213499690152
6,24.418565361576164,5.708804852739119,1.6374731080015203
5,20.549331707737256,7.244157025505058,0.6329825278577679
6,23.179017212433003,8.018436247776597,1.0638743539531874
1,46.6798617178478,8.542129922133455,105.64590039828535
5,32.0113597830205,5.9499423944601,26.308967679163608
5,41.30982263713325,4.607348273059902,57.3507133487545
10,21.09192350113858,5.36284169362926,0.0
1,21.481707197214696,1.5044900777896295,204.90143706977688
8,33.54737719570011,2.010840606575941,79.2332391983557
5,21.901254444515782,9.966049240244077,0.04979743876440923
6,39.00887123217321,4.309653598012687,70.07303033631065
2,53.833534037996515,8.801913703475023,148.38943233492952
9,27.994850423819727,5.0089817342811624,0.08347177665761786
4,24.8275213128273,3.016860748658237,91.0767816335572
4,58.20673305353643,5.876508960065991,121.35210028105949
4,44.41781237865098,9.616754563290693,24.658431133054712
8,39.82298861785884,5.655312223964896,12.399227432281608
2,51.38660891970017,8.118974976029394,78.74741813325561
8,33.626382884953884,1.7728827060585726,119.18568643676086
3,27.920821156046166,2.6378589833045276,214.9831485518185
7,22.87292883629931,7.540791403855076,0.06297560621305008
5,46.36630312624645,5.004282588203962,87.8496783436154
9,47.36312407529164,1.3812038337168233,157.81132171857854
1,31.47076282240947,2.4029860238731438,205.874087131618
10,27.942399107756827,7.5045131445799935,0.0
3,57.94801215005059,2.8338631901092066,185.377862751979
5,23.001687009253242,3.9639607682175506,57.42800888545863
5,25.705770252917482,7.597478209216495,2.788473662627749
6,58.51186100819812,5.211163967414331,88.75627845572254
1,33.83382290037156,1.6368678625611217,211.5064537202396
10,46.63610611502533,6.449910978544581,0.0
4,20.12790841886961,1.605351406456681,125.25268721503079
3,21.469243749876355,8.512517729900829,6.524528932894194
10,21.075850791243923,8.970293160354352,0.0
9,54.169745979822714,3.193771624925093,69.18324161224857
9,36.23378529458473,6.566139922291309,0.748544774717027
5,34.831645233925144,3.7560914904139895,94.23695062054325
2,23.714072695149117,2.5758710545326013,137.74724429204826
1,22.99481935838736,7.375069528831664,191.2092040203365
10,35.032893600054926,5.6707010703797724,0.0
6,52.137043417014276,3.3720160639422554,112.86879167585974
7,50.27693883966837,6.788786558869397,0.670436259830331
3,25.734538002944987,9.677588841751083,17.966833470517717
10,41.223524431978944,6.652770577991375,0.04134750128719546
6,51.44526531247439,1.9524946400008094,171.91623245976606
4,50.39037125414818,7.621322748999724,90.89566423307507
4,48.6227729464938,7.6827336879495585,55.744007666361384
2,22.680873946378796,5.0733942505651255,132.05012420585626
2,42.6462963714399,3.2236103910391662,165.3292804878188
10,50.02776723508913,1.2072393065048863,153.56313126754205
7,42.430188574111824,3.957286459171253,63.59743628646183
4,39.70611230956428,3.1412053148027126,144.01254203656717
9,46.420664956359154,2.9402882723701214,101.92860220864704
1,55.29125083120408,7.121086775685219,151.59925015185203
4,59.356795109657085,8.48252383898234,89.07514084205897
1,36.312764174407086,7.297098280538961,144.26106262819167
7,56.2935608283382,4.503576588358317,110.6458368173676
7,36.11125578902522,9.343948773668775,0.7771645205092886
3,32.80465111616756,6.1912384686275,123.25471363638066
5,58.10922409492883,2.347178483561674,142.5901434932368
1,41.919179018867155,2.5593969623663564,171.29210539349475
1,52.243869874318804,7.630147554969558,137.10522340275034
5,43.42258400796412,5.894901885945008,73.13129777767651
8,58.90076622570991,4.364193543337364,34.10159881695842
5,57.21239164671993,4.430461750216726,109.34706392392603
7,30.17858722969981,6.875391276976802,0.008658503742105845
2,30.969634008331795,5.044727251896363,176.43819784887955
9,29.36319367287624,4.901041306721199,1.8654717613855578
6,37.51401581049966,5.7161612203379555,40.21394972499364
10,33.618704422267655,1.4113414529868498,113.19196315481287
9,31.234052872161758,2.4077657303365863,31.817955482161725
4,35.426276889600274,4.1280285927629,91.28529176998232
5,35.25716386832691,6.243100305150223,63.152469411883686
2,38.176584200578255,1.4453537744774274,201.8631865376893
1,26.561055898210878,2.2558689314917872,185.58528682911097
2,21.92896858819305,6.360196404061707,84.07625557701333
8,32.29495082330736,6.816864772105634,0.18845783259669047
6,41.50550298351544,9.034809865676392,1.7000306493338442
4,27.333289735751173,4.358748769038598,82.62130463480719
3,54.64879692034269,4.233516552477787,170.4080829681582
7,20.941265241438778,1.7672774132347207,108.09144100217131
1,28.66052123835761,5.380083820689108,224.90779775006595
9,20.556566743747993,9.971955357593929,0.0
3,20.262421654881383,2.5099544093169763,121.07968798354835
2,35.56357632546605,3.484196067596627,171.95516766886678
1,49.67563952321846,3.834213474313763,184.06626410814863
4,21.243513081424673,6.661934858968787,23.409221075628082
3,43.51950821721945,7.635132561838792,77.18807887178285
3,55.173870028350905,1.7665755693966338,197.85314580069226
5,57.02915469687512,3.026161511422339,135.10022803139123
1,53.67429433046178,4.867299336743788,119.96923484105557
6,36.03256204901556,5.207847675147209,35.83822473005517
6,58.22670040983531,2.023109092613713,173.96788939988804
4,29.065565817073086,3.7007731259929537,101.13724273471813
5,28.245217079608768,1.7587695935454388,128.97483028121198
10,28.52507053904319,4.92525829589316,0.5816603390997346
2,20.94918545930235,3.700917429632991,128.04380426169118
10,52.4758186633939,2.2836385968487,105.34183378992743
2,30.97761854977953,6.811536050998966,73.23032396676189
8,25.002465810180034,7.498542760173462,0.013679850248771212
5,20.104548942863254,8.297596039693381,0.042430379419796875
6,45.905552813047656,7.81721298811033,7.544315418070496
10,33.785181984077354,9.959172298240833,0.17416960086344566
3,53.78145366075919,6.3126144024177675,107.10229891865575
10,43.908515374668575,9.548383397339157,0.0
5,32.71184088323069,1.0931705406291823,194.10162134145736
9,52.2784261767456,9.898265781692851,3.7956165807126663
9,43.513095130866354,9.095577984900755,0.0
7,55.60768757340457,4.493117594756386,110.3509263457826
7,36.544791850475605,9.331040567186301,0.016234808306422814
6,44.55645517975974,3.7277125341653377,97.62073470730016
9,36.16048419913426,6.641105426538622,1.2077144328526788
7,39.38222940438749,3.4059113739621254,76.33343022215655
5,59.02322698071197,3.0403988725686024,147.91889145972482
10,29.276200592215886,7.9543235074199155,0.0
8,36.54226208685491,2.056303068598177,89.71473086230841
5,28.91201850602839,5.666746421150423,16.897022850057304
5,57.8521327200201,4.53943237476003,116.11711780150438
7,35.15672669615006,5.635919448055026,33.045743192164245
5,22.535621514565463,1.407398328065872,170.9458213380529
8,26.731953953573058,4.712106746488794,0.6097818953574589
6,49.84608109902324,7.087259626286444,34.9096858469764
9,54.43121123754071,5.608916219838531,28.275664212257446
6,21.186548899888827,7.6144862446709745,0.0
10,42.38639185552313,5.418959987297976,0.0233622884728824
8,34.57897541060064,6.619332679472883,0.24664886235158928
5,38.819214693231224,7.147800708550685,17.626313832319912
9,47.941140238742896,5.423884577309914,5.7414594894929545
1,31.88079892513442,9.688133876821675,209.89202271450992
7,34.63257301096705,4.883440590951236,39.80104191595491
4,30.89723347207468,8.191116983975988,33.54947864666856
5,40.690426358797424,7.642488444719257,10.906878654028173
7,26.90882140710083,5.3831276323763495,6.907769202893317
1,37.88071901996229,8.296683499319151,165.91791205534312
5,51.022379923044994,1.3530015542504708,178.7057234629316
1,39.61582807255061,9.206005292519572,104.94715365343887
4,54.992063844069,6.531230364693748,117.24877300692036
10,56.265464131332685,2.2127561769990853,115.36030336777985
7,42.79680853071801,6.960317148599113,12.865137858839443
4,41.21262301846759,9.299237692660473,45.991317541808556
5,52.7705912540458,6.697119186712053,60.26995981216367
10,45.35390271822591,2.8196613242128987,73.11090330084357
10,38.7974866079375,1.3468373205754287,137.40314993592685
7,28.123308647856998,3.143044233758886,60.60986229228003
2,56.58513221905801,7.023855967159666,126.46136190095523
1,56.48130511577985,9.65361812793438,154.30777308548804
2,33.149566920039305,4.879850255472821,131.29862276028544
5,22.07235961298379,5.851726027631759,10.67105214291421
3,28.6591728428903,8.429828173703944,33.553151266607685
6,36.93052910417931,8.745626531241422,0.3439934651382906
8,38.719363718790895,9.70917360879495,0.27563918839567436
1,31.300395385942792,5.746567369184701,133.422630528804
9,22.238538769979606,2.8562877218503906,3.387622305573287
5,56.266597629000564,2.316129125315024,181.41640575733925
9,40.051169838801194,9.964613089653264,0.0
4,35.733374596151,8.967927859396006,10.915191353579893
2,20.96194055893978,6.577621326656801,139.9749727915392
8,55.388351777406214,3.5531766162990404,66.96993406162943
7,52.00008275707888,3.065931305326439,133.4050672819882
9,24.818813376888407,1.5619673075171248,101.47433932366735
4,47.66174301731252,1.3696016489095881,227.73537537234017
6,26.39894300679039,7.509051035303915,1.1734482010258511
9,39.80616979189628,9.702286349011818,0.0
4,51.243986174162394,8.48303332766653,49.51424094658074
2,52.654879248328704,4.287702877331604,126.58531894381854
4,23.42152782120671,7.89240337187351,1.7619765536610879
4,53.934799679431606,2.327512004841853,167.81209598076782
9,56.15753467348763,7.563710296340397,2.181984272925775
6,59.671512626367594,5.008198988399477,91.40676855867154
7,56.539506040000504,5.197256423170472,68.56625299850366
6,58.287847233287295,5.663918960734632,68.90124844972246
6,35.235619429714895,2.7653007701040746,116.93814486955631
5,52.64449105151722,2.7853741994599064,127.0467607411826
4,34.27257983402143,2.293476290170182,159.38704335981646
7,34.22769610515724,5.037751754009301,13.590372023439096
1,49.18524772967882,3.338649043535393,220.5636901870308
3,35.65166389588933,2.849698430014233,197.46568886494484
5,39.572115472214186,8.950014906454477,15.748007248435647
8,31.50194110904733,6.978633520820188,0.0
3,29.152980730632493,8.586629409805113,48.585740320306584
